43
50
1949
Year	Mnth	Day	Hr	dayl(s)	PRCP(mm/day)	PET(mm/day)	Flag
1947	4	29	12	35000	6.1715	1.7354	-99999
1947	4	30	12	35000	12.102	1.8725	-99999
1947	5	1	12	35000	19.09	1.805	-99999
1947	5	2	12	35000	56.681	1.4474	-99999
1947	5	3	12	35000	5.5019	1.6798	-99999
1947	5	4	12	35000	0	5.634	-99999
1947	5	5	12	35000	0	5.6924	-99999
1947	5	6	12	35000	0	5.8792	-99999
1947	5	7	12	35000	0	6.716	-99999
1947	5	8	12	35000	0	5.7257	-99999
1947	5	9	12	35000	0	6.2085	-99999
1947	5	10	12	35000	5.1269	3.3384	-99999
1947	5	11	12	35000	0	3.6174	-99999
1947	5	12	12	35000	0	6.0046	-99999
1947	5	13	12	35000	0	4.9294	-99999
1947	5	14	12	35000	0	6.23	-99999
1947	5	15	12	35000	0	5.8792	-99999
1947	5	16	12	35000	0	6.2412	-99999
1947	5	17	12	35000	0	6.5135	-99999
1947	5	18	12	35000	0	5.78	-99999
1947	5	19	12	35000	0	5.6402	-99999
1947	5	20	12	35000	0	6.4199	-99999
1947	5	21	12	35000	0	3.5544	-99999
1947	5	22	12	35000	0	3.2687	-99999
1947	5	23	12	35000	0	4.4811	-99999
1947	5	24	12	35000	0	3.0775	-99999
1947	5	25	12	35000	0.9236	3.9847	-99999
1947	5	26	12	35000	0	6.2762	-99999
1947	5	27	12	35000	0	2.1173	-99999
1947	5	28	12	35000	1.4268	4.3026	-99999
1947	5	29	12	35000	23.677	0.999	-99999
1947	5	30	12	35000	24.41	1.1838	-99999
1947	5	31	12	35000	15.016	2.5555	-99999
1947	6	1	12	35000	0.168	1.8784	-99999
1947	6	2	12	35000	16.009	3.7785	-99999
1947	6	3	12	35000	0	6.9228	-99999
1947	6	4	12	35000	0	7.3475	-99999
1947	6	5	12	35000	0	6.67	-99999
1947	6	6	12	35000	0	7.1465	-99999
1947	6	7	12	35000	0	7.3549	-99999
1947	6	8	12	35000	0.7059	6.4311	-99999
1947	6	9	12	35000	19.818	3.8262	-99999
1947	6	10	12	35000	3.0173	4.3409	-99999
1947	6	11	12	35000	13.814	1.9288	-99999
1947	6	12	12	35000	9.9101	1.6293	-99999
1947	6	13	12	35000	28.744	1.8926	-99999
1947	6	14	12	35000	1.0565	2.593	-99999
1947	6	15	12	35000	0.7668	1.8986	-99999
1947	6	16	12	35000	5.9498	2.1135	-99999
1947	6	17	12	35000	0	7.4925	-99999
1947	6	18	12	35000	0	7.1145	-99999
1947	6	19	12	35000	0	4.434	-99999
1947	6	20	12	35000	0.3126	2.358	-99999
1947	6	21	12	35000	10.059	5.0753	-99999
1947	6	22	12	35000	0.252	2.4952	-99999
1947	6	23	12	35000	22.601	3.6947	-99999
1947	6	24	12	35000	6.2198	3.2855	-99999
1947	6	25	12	35000	10.769	2.217	-99999
1947	6	26	12	35000	0	4.5046	-99999
1947	6	27	12	35000	0	5.2789	-99999
1947	6	28	12	35000	0.8565	5.0351	-99999
1947	6	29	12	35000	0	5.3442	-99999
1947	6	30	12	35000	0	5.2987	-99999
1947	7	1	12	35000	11.772	3.5983	-99999
1947	7	2	12	35000	0.6106	4.6953	-99999
1947	7	3	12	35000	5.5086	4.7639	-99999
1947	7	4	12	35000	9.8865	1.482	-99999
1947	7	5	12	35000	0	4.3097	-99999
1947	7	6	12	35000	1.3435	5.5106	-99999
1947	7	7	12	35000	0	5.7702	-99999
1947	7	8	12	35000	1.5366	5.5178	-99999
1947	7	9	12	35000	0.0015	4.9133	-99999
1947	7	10	12	35000	0	6.0429	-99999
1947	7	11	12	35000	9.4715	3.1874	-99999
1947	7	12	12	35000	2.6926	2.7316	-99999
1947	7	13	12	35000	27.449	2.8788	-99999
1947	7	14	12	35000	2.4001	2.5355	-99999
1947	7	15	12	35000	0.1763	2.6015	-99999
1947	7	16	12	35000	15.928	0.7113	-99999
1947	7	17	12	35000	33.023	0.7232	-99999
1947	7	18	12	35000	3.6946	0.9596	-99999
1947	7	19	12	35000	0	3.5123	-99999
1947	7	20	12	35000	0	4.4616	-99999
1947	7	21	12	35000	0.3695	5.4515	-99999
1947	7	22	12	35000	5.3149	3.269	-99999
1947	7	23	12	35000	3.0671	3.4842	-99999
1947	7	24	12	35000	31.019	1.4848	-99999
1947	7	25	12	35000	49.774	2.2855	-99999
1947	7	26	12	35000	3.6667	2.3974	-99999
1947	7	27	12	35000	0.1383	5.6936	-99999
1947	7	28	12	35000	6.7975	2.6898	-99999
1947	7	29	12	35000	0	4.5584	-99999
1947	7	30	12	35000	0.5374	6.0148	-99999
1947	7	31	12	35000	21.925	4.6544	-99999
1947	8	1	12	35000	10.648	3.3624	-99999
1947	8	2	12	35000	9.0043	1.0476	-99999
1947	8	3	12	35000	0	3.4122	-99999
1947	8	4	12	35000	0.9571	4.7236	-99999
1947	8	5	12	35000	0.8382	3.6429	-99999
1947	8	6	12	35000	0	3.237	-99999
1947	8	7	12	35000	0.3821	4.0907	-99999
1947	8	8	12	35000	7.1416	3.119	-99999
1947	8	9	12	35000	0	3.9922	-99999
1947	8	10	12	35000	1.3099	4.8964	-99999
1947	8	11	12	35000	0	5.9152	-99999
1947	8	12	12	35000	0.126	5.9406	-99999
1947	8	13	12	35000	13.52	5.0693	-99999
1947	8	14	12	35000	5.8111	3.5831	-99999
1947	8	15	12	35000	0.4618	4.6015	-99999
1947	8	16	12	35000	10.23	4.0124	-99999
1947	8	17	12	35000	3.0243	2.22	-99999
1947	8	18	12	35000	0.7051	2.5146	-99999
1947	8	19	12	35000	7.4402	3.3994	-99999
1947	8	20	12	35000	7.8978	4.3806	-99999
1947	8	21	12	35000	0	5.8877	-99999
1947	8	22	12	35000	0	2.7717	-99999
1947	8	23	12	35000	0.9068	3.262	-99999
1947	8	24	12	35000	0.9916	3.038	-99999
1947	8	25	12	35000	2.3511	3.7721	-99999
1947	8	26	12	35000	0	4.5166	-99999
1947	8	27	12	35000	1.0498	3.9458	-99999
1947	8	28	12	35000	1.3634	5.7627	-99999
1947	8	29	12	35000	0	5.9132	-99999
1947	8	30	12	35000	14.119	5.2827	-99999
1947	8	31	12	35000	6.6449	4.6072	-99999
1947	9	1	12	35000	0	3.7029	-99999
1947	9	2	12	35000	0.1343	4.6256	-99999
1947	9	3	12	35000	0	6.4076	-99999
1947	9	4	12	35000	2.7633	2.2694	-99999
1947	9	5	12	35000	68.22	0.7829	-99999
1947	9	6	12	35000	1.2753	2.4613	-99999
1947	9	7	12	35000	0	1.5364	-99999
1947	9	8	12	35000	0	4.8668	-99999
1947	9	9	12	35000	7.5788	4.5735	-99999
1947	9	10	12	35000	0.0076	3.7089	-99999
1947	9	11	12	35000	0.5668	5.3072	-99999
1947	9	12	12	35000	0	2.5116	-99999
1947	9	13	12	35000	4.2518	4.7219	-99999
1947	9	14	12	35000	13.252	1.2732	-99999
1947	9	15	12	35000	0	2.4249	-99999
1947	9	16	12	35000	0.0849	2.7498	-99999
1947	9	17	12	35000	1.2091	3.744	-99999
1947	9	18	12	35000	1.7516	2.7067	-99999
1947	9	19	12	35000	9.9097	2.4239	-99999
1947	9	20	12	35000	3.4504	2.976	-99999
1947	9	21	12	35000	0	4.8473	-99999
1947	9	22	12	35000	4.5572	2.0491	-99999
1947	9	23	12	35000	0	1.1417	-99999
1947	9	24	12	35000	0.7725	5.3319	-99999
1947	9	25	12	35000	0	4.7245	-99999
1947	9	26	12	35000	0	3.9276	-99999
1947	9	27	12	35000	0	4.7737	-99999
1947	9	28	12	35000	0	2.0261	-99999
1947	9	29	12	35000	1.6049	3.5158	-99999
1947	9	30	12	35000	0	4.9867	-99999
1947	10	1	12	35000	0	4.6904	-99999
1947	10	2	12	35000	0	4.6004	-99999
1947	10	3	12	35000	0	4.3092	-99999
1947	10	4	12	35000	0	4.3286	-99999
1947	10	5	12	35000	0	4.7777	-99999
1947	10	6	12	35000	0	2.911	-99999
1947	10	7	12	35000	0	3.5714	-99999
1947	10	8	12	35000	1.3518	1.4499	-99999
1947	10	9	12	35000	0	4.6986	-99999
1947	10	10	12	35000	0	4.277	-99999
1947	10	11	12	35000	12.565	2.2313	-99999
1947	10	12	12	35000	23.646	0.6898	-99999
1947	10	13	12	35000	0	4.3483	-99999
1947	10	14	12	35000	0	4.2969	-99999
1947	10	15	12	35000	0	2.8019	-99999
1947	10	16	12	35000	0	3.4152	-99999
1947	10	17	12	35000	0	3.489	-99999
1947	10	18	12	35000	4.7483	1.3606	-99999
1947	10	19	12	35000	0	3.7	-99999
1947	10	20	12	35000	0	3.483	-99999
1947	10	21	12	35000	0	2.636	-99999
1947	10	22	12	35000	0	3.2378	-99999
1947	10	23	12	35000	0	2.5811	-99999
1947	10	24	12	35000	0	3.1544	-99999
1947	10	25	12	35000	0.5374	1.5535	-99999
1947	10	26	12	35000	0	1.7884	-99999
1947	10	27	12	35000	0	1.7984	-99999
1947	10	28	12	35000	0	2.7432	-99999
1947	10	29	12	35000	0	3.4122	-99999
1947	10	30	12	35000	0	3.4584	-99999
1947	10	31	12	35000	0	2.1924	-99999
1947	11	1	12	35000	1.6709	1.3136	-99999
1947	11	2	12	35000	7.0192	0.4878	-99999
1947	11	3	12	35000	1.1277	3.1253	-99999
1947	11	4	12	35000	0	0.8816	-99999
1947	11	5	12	35000	0	2.3354	-99999
1947	11	6	12	35000	28.671	1.0315	-99999
1947	11	7	12	35000	0.113	2.9212	-99999
1947	11	8	12	35000	0	2.4237	-99999
1947	11	9	12	35000	0	1.925	-99999
1947	11	10	12	35000	22.043	0.6348	-99999
1947	11	11	12	35000	0.0571	2.4984	-99999
1947	11	12	12	35000	0	1.4707	-99999
1947	11	13	12	35000	0.3167	1.2746	-99999
1947	11	14	12	35000	0.0107	0.9586	-99999
1947	11	15	12	35000	0	0.7844	-99999
1947	11	16	12	35000	0	1.3233	-99999
1947	11	17	12	35000	46.215	0.3135	-99999
1947	11	18	12	35000	0	1.4114	-99999
1947	11	19	12	35000	42.535	0.6293	-99999
1947	11	20	12	35000	15.052	2.1522	-99999
1947	11	21	12	35000	0	2.766	-99999
1947	11	22	12	35000	30.925	0.8546	-99999
1947	11	23	12	35000	3.4821	0.3615	-99999
1947	11	24	12	35000	8.7501	0.4088	-99999
1947	11	25	12	35000	0	1.843	-99999
1947	11	26	12	35000	0	2.2848	-99999
1947	11	27	12	35000	83.585	0.2455	-99999
1947	11	28	12	35000	17.526	0.2235	-99999
1947	11	29	12	35000	44.722	0.5125	-99999
1947	11	30	12	35000	0	1.389	-99999
1947	12	1	12	35000	0	1.5948	-99999
1947	12	2	12	35000	0	1.8275	-99999
1947	12	3	12	35000	0.7121	0.7921	-99999
1947	12	4	12	35000	1.0995	1.9269	-99999
1947	12	5	12	35000	0	0.8466	-99999
1947	12	6	12	35000	8.8485	0.8221	-99999
1947	12	7	12	35000	0	1.7861	-99999
1947	12	8	12	35000	8.6796	0.175	-99999
1947	12	9	12	35000	0	1.7624	-99999
1947	12	10	12	35000	0	2.0981	-99999
1947	12	11	12	35000	0	1.8024	-99999
1947	12	12	12	35000	0	1.6625	-99999
1947	12	13	12	35000	0	0.6521	-99999
1947	12	14	12	35000	0	0.2817	-99999
1947	12	15	12	35000	1.3435	0.4931	-99999
1947	12	16	12	35000	0.4773	1.024	-99999
1947	12	17	12	35000	23.142	0.2797	-99999
1947	12	18	12	35000	0.4285	0.4038	-99999
1947	12	19	12	35000	10.427	0.1272	-99999
1947	12	20	12	35000	0.8028	0.661	-99999
1947	12	21	12	35000	0	1.605	-99999
1947	12	22	12	35000	0	1.0438	-99999
1947	12	23	12	35000	0	0.8913	-99999
1947	12	24	12	35000	0	1.0882	-99999
1947	12	25	12	35000	2.6109	0.7357	-99999
1947	12	26	12	35000	18.758	0.5945	-99999
1947	12	27	12	35000	0	0.5893	-99999
1947	12	28	12	35000	0	0.8299	-99999
1947	12	29	12	35000	3.9206	0.8568	-99999
1947	12	30	12	35000	20.851	0.6943	-99999
1947	12	31	12	35000	0	1.1605	-99999
1948	1	1	12	35000	0	1.2924	-99999
1948	1	2	12	35000	0	1.063	-99999
1948	1	3	12	35000	0	0.8928	-99999
1948	1	4	12	35000	8.1165	0.6771	-99999
1948	1	5	12	35000	58.587	0.531	-99999
1948	1	6	12	35000	15.648	0.4638	-99999
1948	1	7	12	35000	0	1.2404	-99999
1948	1	8	12	35000	0	0.8715	-99999
1948	1	9	12	35000	0	1.3056	-99999
1948	1	10	12	35000	0	1.9125	-99999
1948	1	11	12	35000	0	2.1753	-99999
1948	1	12	12	35000	0	1.5181	-99999
1948	1	13	12	35000	0	0.7256	-99999
1948	1	14	12	35000	0.084	0.4653	-99999
1948	1	15	12	35000	0	0.7301	-99999
1948	1	16	12	35000	0	1.9628	-99999
1948	1	17	12	35000	3.8395	1.499	-99999
1948	1	18	12	35000	17.178	0.1655	-99999
1948	1	19	12	35000	18.173	0.8019	-99999
1948	1	20	12	35000	0	0.6614	-99999
1948	1	21	12	35000	3.4258	0.873	-99999
1948	1	22	12	35000	32.508	0.1723	-99999
1948	1	23	12	35000	12.2	0.1258	-99999
1948	1	24	12	35000	0.1408	0.9745	-99999
1948	1	25	12	35000	3.0871	1.1581	-99999
1948	1	26	12	35000	2.9027	0.5273	-99999
1948	1	27	12	35000	10.801	0.3791	-99999
1948	1	28	12	35000	1.6207	0.9271	-99999
1948	1	29	12	35000	0	1.4579	-99999
1948	1	30	12	35000	0	0.9011	-99999
1948	1	31	12	35000	30.388	0.2445	-99999
1948	2	1	12	35000	0	0.0248	-99999
1948	2	2	12	35000	0	0.1918	-99999
1948	2	3	12	35000	0	1.716	-99999
1948	2	4	12	35000	8.3893	0.3713	-99999
1948	2	5	12	35000	4.1683	0.1752	-99999
1948	2	6	12	35000	0	0.2595	-99999
1948	2	7	12	35000	1.1487	0.2047	-99999
1948	2	8	12	35000	0	0.8176	-99999
1948	2	9	12	35000	23.929	0.2822	-99999
1948	2	10	12	35000	25.043	0.2885	-99999
1948	2	11	12	35000	0	2.8487	-99999
1948	2	12	12	35000	0	2.3084	-99999
1948	2	13	12	35000	0	2.7994	-99999
1948	2	14	12	35000	0.2679	1.3816	-99999
1948	2	15	12	35000	0.1574	1.3698	-99999
1948	2	16	12	35000	50.518	1.0701	-99999
1948	2	17	12	35000	17.989	0.6733	-99999
1948	2	18	12	35000	0	1.5255	-99999
1948	2	19	12	35000	13.771	0.6649	-99999
1948	2	20	12	35000	2.2035	0.759	-99999
1948	2	21	12	35000	0	1.0884	-99999
1948	2	22	12	35000	0.8494	0.5249	-99999
1948	2	23	12	35000	0	0.9018	-99999
1948	2	24	12	35000	1.0076	1.8103	-99999
1948	2	25	12	35000	6.542	0.7274	-99999
1948	2	26	12	35000	0	2.5436	-99999
1948	2	27	12	35000	9.0118	0.7186	-99999
1948	2	28	12	35000	0.6793	0.6185	-99999
1948	2	29	12	35000	0	3.2254	-99999
1948	3	1	12	35000	0.042	2.4757	-99999
1948	3	2	12	35000	0.042	2.189	-99999
1948	3	3	12	35000	0	2.7258	-99999
1948	3	4	12	35000	0	3.1413	-99999
1948	3	5	12	35000	0	1.5517	-99999
1948	3	6	12	35000	5.2259	0.9849	-99999
1948	3	7	12	35000	0	2.6832	-99999
1948	3	8	12	35000	0	2.8117	-99999
1948	3	9	12	35000	18.283	1.1442	-99999
1948	3	10	12	35000	0	3.0582	-99999
1948	3	11	12	35000	0	2.9624	-99999
1948	3	12	12	35000	0	1.9653	-99999
1948	3	13	12	35000	16.699	0.9301	-99999
1948	3	14	12	35000	15.524	0.3244	-99999
1948	3	15	12	35000	0	2.8571	-99999
1948	3	16	12	35000	1.0076	2.369	-99999
1948	3	17	12	35000	0	1.5889	-99999
1948	3	18	12	35000	7.5976	1.3694	-99999
1948	3	19	12	35000	0	2.1618	-99999
1948	3	20	12	35000	0	3.8618	-99999
1948	3	21	12	35000	61.154	1.8755	-99999
1948	3	22	12	35000	0.2928	3.4436	-99999
1948	3	23	12	35000	0	1.9564	-99999
1948	3	24	12	35000	0.21	1.4062	-99999
1948	3	25	12	35000	5.7181	1.9592	-99999
1948	3	26	12	35000	0.0197	1.8039	-99999
1948	3	27	12	35000	40.033	0.5286	-99999
1948	3	28	12	35000	11.003	1.3183	-99999
1948	3	29	12	35000	7.6766	0.7211	-99999
1948	3	30	12	35000	95.408	1.0108	-99999
1948	3	31	12	35000	4.8278	3.5503	-99999
1948	4	1	12	35000	0	3.9553	-99999
1948	4	2	12	35000	0	0.9798	-99999
1948	4	3	12	35000	0.126	1.4095	-99999
1948	4	4	12	35000	1.8052	1.275	-99999
1948	4	5	12	35000	0.771	1.8708	-99999
1948	4	6	12	35000	2.2503	5.6869	-99999
1948	4	7	12	35000	0	5.5468	-99999
1948	4	8	12	35000	0	2.402	-99999
1948	4	9	12	35000	0	1.5459	-99999
1948	4	10	12	35000	20.962	0.6186	-99999
1948	4	11	12	35000	8.1746	2.0216	-99999
1948	4	12	12	35000	10.315	0.97	-99999
1948	4	13	12	35000	0.2592	4.199	-99999
1948	4	14	12	35000	0	5.0634	-99999
1948	4	15	12	35000	0	3.8558	-99999
1948	4	16	12	35000	0	5.1282	-99999
1948	4	17	12	35000	0	5.3472	-99999
1948	4	18	12	35000	0	5.9812	-99999
1948	4	19	12	35000	0	3.6978	-99999
1948	4	20	12	35000	5.135	1.1231	-99999
1948	4	21	12	35000	7.0538	0.6474	-99999
1948	4	22	12	35000	11.953	0.3719	-99999
1948	4	23	12	35000	0	1.5728	-99999
1948	4	24	12	35000	0	3.4343	-99999
1948	4	25	12	35000	0	5.5493	-99999
1948	4	26	12	35000	0.1731	1.9749	-99999
1948	4	27	12	35000	16.061	1.0298	-99999
1948	4	28	12	35000	6.1715	1.7354	-99999
1948	4	29	12	35000	12.102	1.8725	-99999
1948	4	30	12	35000	19.09	1.805	-99999
1948	5	1	12	35000	56.681	1.4474	-99999
1948	5	2	12	35000	5.5019	1.6798	-99999
1948	5	3	12	35000	0	5.634	-99999
1948	5	4	12	35000	0	5.6924	-99999
1948	5	5	12	35000	0	5.8792	-99999
1948	5	6	12	35000	0	6.716	-99999
1948	5	7	12	35000	0	5.7257	-99999
1948	5	8	12	35000	0	6.2085	-99999
1948	5	9	12	35000	5.1269	3.3384	-99999
1948	5	10	12	35000	0	3.6174	-99999
1948	5	11	12	35000	0	6.0046	-99999
1948	5	12	12	35000	0	4.9294	-99999
1948	5	13	12	35000	0	6.23	-99999
1948	5	14	12	35000	0	5.8792	-99999
1948	5	15	12	35000	0	6.2412	-99999
1948	5	16	12	35000	0	6.5135	-99999
1948	5	17	12	35000	0	5.78	-99999
1948	5	18	12	35000	0	5.6402	-99999
1948	5	19	12	35000	0	6.4199	-99999
1948	5	20	12	35000	0	3.5544	-99999
1948	5	21	12	35000	0	3.2687	-99999
1948	5	22	12	35000	0	4.4811	-99999
1948	5	23	12	35000	0	3.0775	-99999
1948	5	24	12	35000	0.9236	3.9847	-99999
1948	5	25	12	35000	0	6.2762	-99999
1948	5	26	12	35000	0	2.1173	-99999
1948	5	27	12	35000	1.4268	4.3026	-99999
1948	5	28	12	35000	23.677	0.999	-99999
1948	5	29	12	35000	24.41	1.1838	-99999
1948	5	30	12	35000	15.016	2.5555	-99999
1948	5	31	12	35000	0.168	1.8784	-99999
1948	6	1	12	35000	16.009	3.7785	-99999
1948	6	2	12	35000	0	6.9228	-99999
1948	6	3	12	35000	0	7.3475	-99999
1948	6	4	12	35000	0	6.67	-99999
1948	6	5	12	35000	0	7.1465	-99999
1948	6	6	12	35000	0	7.3549	-99999
1948	6	7	12	35000	0.7059	6.4311	-99999
1948	6	8	12	35000	19.818	3.8262	-99999
1948	6	9	12	35000	3.0173	4.3409	-99999
1948	6	10	12	35000	13.814	1.9288	-99999
1948	6	11	12	35000	9.9101	1.6293	-99999
1948	6	12	12	35000	28.744	1.8926	-99999
1948	6	13	12	35000	1.0565	2.593	-99999
1948	6	14	12	35000	0.7668	1.8986	-99999
1948	6	15	12	35000	5.9498	2.1135	-99999
1948	6	16	12	35000	0	7.4925	-99999
1948	6	17	12	35000	0	7.1145	-99999
1948	6	18	12	35000	0	4.434	-99999
1948	6	19	12	35000	0.3126	2.358	-99999
1948	6	20	12	35000	10.059	5.0753	-99999
1948	6	21	12	35000	0.252	2.4952	-99999
1948	6	22	12	35000	22.601	3.6947	-99999
1948	6	23	12	35000	6.2198	3.2855	-99999
1948	6	24	12	35000	10.769	2.217	-99999
1948	6	25	12	35000	0	4.5046	-99999
1948	6	26	12	35000	0	5.2789	-99999
1948	6	27	12	35000	0.8565	5.0351	-99999
1948	6	28	12	35000	0	5.3442	-99999
1948	6	29	12	35000	0	5.2987	-99999
1948	6	30	12	35000	11.772	3.5983	-99999
1948	7	1	12	35000	0.6106	4.6953	-99999
1948	7	2	12	35000	5.5086	4.7639	-99999
1948	7	3	12	35000	9.8865	1.482	-99999
1948	7	4	12	35000	0	4.3097	-99999
1948	7	5	12	35000	1.3435	5.5106	-99999
1948	7	6	12	35000	0	5.7702	-99999
1948	7	7	12	35000	1.5366	5.5178	-99999
1948	7	8	12	35000	0.0015	4.9133	-99999
1948	7	9	12	35000	0	6.0429	-99999
1948	7	10	12	35000	9.4715	3.1874	-99999
1948	7	11	12	35000	2.6926	2.7316	-99999
1948	7	12	12	35000	27.449	2.8788	-99999
1948	7	13	12	35000	2.4001	2.5355	-99999
1948	7	14	12	35000	0.1763	2.6015	-99999
1948	7	15	12	35000	15.928	0.7113	-99999
1948	7	16	12	35000	33.023	0.7232	-99999
1948	7	17	12	35000	3.6946	0.9596	-99999
1948	7	18	12	35000	0	3.5123	-99999
1948	7	19	12	35000	0	4.4616	-99999
1948	7	20	12	35000	0.3695	5.4515	-99999
1948	7	21	12	35000	5.3149	3.269	-99999
1948	7	22	12	35000	3.0671	3.4842	-99999
1948	7	23	12	35000	31.019	1.4848	-99999
1948	7	24	12	35000	49.774	2.2855	-99999
1948	7	25	12	35000	3.6667	2.3974	-99999
1948	7	26	12	35000	0.1383	5.6936	-99999
1948	7	27	12	35000	6.7975	2.6898	-99999
1948	7	28	12	35000	0	4.5584	-99999
1948	7	29	12	35000	0.5374	6.0148	-99999
1948	7	30	12	35000	21.925	4.6544	-99999
1948	7	31	12	35000	10.648	3.3624	-99999
1948	8	1	12	35000	9.0043	1.0476	-99999
1948	8	2	12	35000	0	3.4122	-99999
1948	8	3	12	35000	0.9571	4.7236	-99999
1948	8	4	12	35000	0.8382	3.6429	-99999
1948	8	5	12	35000	0	3.237	-99999
1948	8	6	12	35000	0.3821	4.0907	-99999
1948	8	7	12	35000	7.1416	3.119	-99999
1948	8	8	12	35000	0	3.9922	-99999
1948	8	9	12	35000	1.3099	4.8964	-99999
1948	8	10	12	35000	0	5.9152	-99999
1948	8	11	12	35000	0.126	5.9406	-99999
1948	8	12	12	35000	13.52	5.0693	-99999
1948	8	13	12	35000	5.8111	3.5831	-99999
1948	8	14	12	35000	0.4618	4.6015	-99999
1948	8	15	12	35000	10.23	4.0124	-99999
1948	8	16	12	35000	3.0243	2.22	-99999
1948	8	17	12	35000	0.7051	2.5146	-99999
1948	8	18	12	35000	7.4402	3.3994	-99999
1948	8	19	12	35000	7.8978	4.3806	-99999
1948	8	20	12	35000	0	5.8877	-99999
1948	8	21	12	35000	0	2.7717	-99999
1948	8	22	12	35000	0.9068	3.262	-99999
1948	8	23	12	35000	0.9916	3.038	-99999
1948	8	24	12	35000	2.3511	3.7721	-99999
1948	8	25	12	35000	0	4.5166	-99999
1948	8	26	12	35000	1.0498	3.9458	-99999
1948	8	27	12	35000	1.3634	5.7627	-99999
1948	8	28	12	35000	0	5.9132	-99999
1948	8	29	12	35000	14.119	5.2827	-99999
1948	8	30	12	35000	6.6449	4.6072	-99999
1948	8	31	12	35000	0	3.7029	-99999
1948	9	1	12	35000	0.1343	4.6256	-99999
1948	9	2	12	35000	0	6.4076	-99999
1948	9	3	12	35000	2.7633	2.2694	-99999
1948	9	4	12	35000	68.22	0.7829	-99999
1948	9	5	12	35000	1.2753	2.4613	-99999
1948	9	6	12	35000	0	1.5364	-99999
1948	9	7	12	35000	0	4.8668	-99999
1948	9	8	12	35000	7.5788	4.5735	-99999
1948	9	9	12	35000	0.0076	3.7089	-99999
1948	9	10	12	35000	0.5668	5.3072	-99999
1948	9	11	12	35000	0	2.5116	-99999
1948	9	12	12	35000	4.2518	4.7219	-99999
1948	9	13	12	35000	13.252	1.2732	-99999
1948	9	14	12	35000	0	2.4249	-99999
1948	9	15	12	35000	0.0849	2.7498	-99999
1948	9	16	12	35000	1.2091	3.744	-99999
1948	9	17	12	35000	1.7516	2.7067	-99999
1948	9	18	12	35000	9.9097	2.4239	-99999
1948	9	19	12	35000	3.4504	2.976	-99999
1948	9	20	12	35000	0	4.8473	-99999
1948	9	21	12	35000	4.5572	2.0491	-99999
1948	9	22	12	35000	0	1.1417	-99999
1948	9	23	12	35000	0.7725	5.3319	-99999
1948	9	24	12	35000	0	4.7245	-99999
1948	9	25	12	35000	0	3.9276	-99999
1948	9	26	12	35000	0	4.7737	-99999
1948	9	27	12	35000	0	2.0261	-99999
1948	9	28	12	35000	1.6049	3.5158	-99999
1948	9	29	12	35000	0	4.9867	-99999
1948	9	30	12	35000	0	4.6904	-99999
1948	10	1	12	35000	0	4.6004	1
1948	10	2	12	35000	0	4.3092	0
1948	10	3	12	35000	0	4.3286	1
1948	10	4	12	35000	0	4.7777	0
1948	10	5	12	35000	0	2.911	0
1948	10	6	12	35000	0	3.5714	-1
1948	10	7	12	35000	1.3518	1.4499	0
1948	10	8	12	35000	0	4.6986	0
1948	10	9	12	35000	0	4.277	1
1948	10	10	12	35000	12.565	2.2313	1
1948	10	11	12	35000	23.646	0.6898	-1
1948	10	12	12	35000	0	4.3483	0
1948	10	13	12	35000	0	4.2969	0
1948	10	14	12	35000	0	2.8019	-1
1948	10	15	12	35000	0	3.4152	1
1948	10	16	12	35000	0	3.489	-1
1948	10	17	12	35000	4.7483	1.3606	-1
1948	10	18	12	35000	0	3.7	-1
1948	10	19	12	35000	0	3.483	1
1948	10	20	12	35000	0	2.636	-1
1948	10	21	12	35000	0	3.2378	0
1948	10	22	12	35000	0	2.5811	0
1948	10	23	12	35000	0	3.1544	1
1948	10	24	12	35000	0.5374	1.5535	-1
1948	10	25	12	35000	0	1.7884	-1
1948	10	26	12	35000	0	1.7984	-1
1948	10	27	12	35000	0	2.7432	0
1948	10	28	12	35000	0	3.4122	-1
1948	10	29	12	35000	0	3.4584	-1
1948	10	30	12	35000	0	2.1924	-1
1948	10	31	12	35000	1.6709	1.3136	-1
1948	11	1	12	35000	7.0192	0.4878	1
1948	11	2	12	35000	1.1277	3.1253	-1
1948	11	3	12	35000	0	0.8816	0
1948	11	4	12	35000	0	2.3354	-1
1948	11	5	12	35000	28.671	1.0315	-1
1948	11	6	12	35000	0.113	2.9212	1
1948	11	7	12	35000	0	2.4237	1
1948	11	8	12	35000	0	1.925	1
1948	11	9	12	35000	22.043	0.6348	-1
1948	11	10	12	35000	0.0571	2.4984	0
1948	11	11	12	35000	0	1.4707	0
1948	11	12	12	35000	0.3167	1.2746	-1
1948	11	13	12	35000	0.0107	0.9586	0
1948	11	14	12	35000	0	0.7844	0
1948	11	15	12	35000	0	1.3233	-1
1948	11	16	12	35000	46.215	0.3135	0
1948	11	17	12	35000	0	1.4114	1
1948	11	18	12	35000	42.535	0.6293	1
1948	11	19	12	35000	15.052	2.1522	-1
1948	11	20	12	35000	0	2.766	-1
1948	11	21	12	35000	30.925	0.8546	1
1948	11	22	12	35000	3.4821	0.3615	-1
1948	11	23	12	35000	8.7501	0.4088	1
1948	11	24	12	35000	0	1.843	-1
1948	11	25	12	35000	0	2.2848	0
1948	11	26	12	35000	83.585	0.2455	0
